date,pillar_A,pillar_B,pillar_C,pillar_D,total,vix_pct,vix93_ratio,spy_5d_return,vix_1d_change,entry_blocked_vix_spike,raw_regime,confirmed_regime
2013-06-03,0,0.0,0.0,0,0.0,,1.0011614401858304,,,False,UNKNOWN,UNKNOWN
2013-06-04,0,0.0,4.0,0,4.0,,0.9785631517960602,,-0.0006142646474234237,False,UNKNOWN,UNKNOWN
2013-06-05,0,0.0,0.0,0,0.0,,1.03,,0.07559923218375819,False,UNKNOWN,UNKNOWN
2013-06-06,0,0.0,4.0,0,4.0,,0.9829059829059829,,-0.04971433367047995,False,UNKNOWN,UNKNOWN
2013-06-07,0,0.0,8.0,0,8.0,,0.8498803827751197,,-0.08959704706173677,False,UNKNOWN,UNKNOWN
2013-06-10,0,0.0,8.0,0,8.0,,0.9061566049013747,0.0027374217860782757,0.019815008603540463,False,UNKNOWN,UNKNOWN
2013-06-11,0,0.0,4.0,0,4.0,,0.975432719151312,-0.002812513157340768,0.10556995846760597,False,UNKNOWN,UNKNOWN
2013-06-12,0,0.0,0.0,0,0.0,,1.0015731515469324,0.002976521609376004,0.08904513678606274,False,UNKNOWN,UNKNOWN
2013-06-13,0,0.0,8.0,0,8.0,,0.876051598429613,0.009094894058061298,-0.11726736349016686,False,UNKNOWN,UNKNOWN
2013-06-14,0,0.0,8.0,0,8.0,,0.9234972677595628,-0.009829742384953044,0.045094441072457636,False,UNKNOWN,UNKNOWN
2013-06-17,0,0.0,4.0,0,4.0,,0.9583101723179545,-0.0021837036486759276,-0.02040818596238081,False,UNKNOWN,UNKNOWN
2013-06-18,0,0.0,4.0,0,4.0,,0.9926760563380282,0.01618671707063979,-0.01130944257960742,False,UNKNOWN,UNKNOWN
2013-06-19,0,0.0,4.0,0,4.0,,0.9910011248593926,0.010509902149309136,0.0018060673205622102,False,UNKNOWN,UNKNOWN
2013-06-20,0,0.0,0.0,0,0.0,,1.1504424778761062,-0.029291881578329626,0.23137022371916482,False,UNKNOWN,UNKNOWN
2013-06-21,0,0.0,0.0,0,0.0,,1.0548999486916368,-0.02002867359983218,-0.07759883701068104,False,UNKNOWN,UNKNOWN
2013-06-24,0,0.0,0.0,0,0.0,,1.0767004341534008,-0.03982595205625816,0.0640212177906585,False,UNKNOWN,UNKNOWN
2013-06-25,0,0.0,4.0,0,4.0,,0.9649211997966446,-0.03819835936440519,-0.08155152895186313,False,UNKNOWN,UNKNOWN
2013-06-26,0,0.0,8.0,0,8.0,,0.9043570669500531,-0.015066692928839664,-0.06821874800887562,False,UNKNOWN,UNKNOWN
2013-06-27,0,0.0,8.0,0,8.0,,0.8674568965517243,0.01588686613449042,-0.02033692578385271,False,UNKNOWN,UNKNOWN
2013-06-28,0,0.0,8.0,0,8.0,,0.8689505165851006,0.008486668774811523,0.0,False,UNKNOWN,UNKNOWN
2013-07-01,0,5.0,15.0,12,32.0,,0.8967633928571428,0.027377788622340304,-0.029062856072337162,False,UNKNOWN,UNKNOWN
2013-07-02,0,5.0,15.0,12,32.0,,0.8634850166481688,0.01664874272832506,0.00427609598262535,False,UNKNOWN,UNKNOWN
2013-07-03,0,5.0,15.0,12,32.0,,0.8950028074115666,0.007118574787871035,-0.014598525749495717,False,UNKNOWN,UNKNOWN
2013-07-05,0,5.0,15.0,12,32.0,,0.7748815165876778,0.01204320285949434,-0.08086421962482693,False,UNKNOWN,UNKNOWN
2013-07-08,0,5.0,15.0,12,32.0,,0.8665447897623401,0.022004757439162637,-0.007387549215261857,False,UNKNOWN,UNKNOWN
2013-07-09,0,5.0,15.0,12,32.0,,0.8453802639849151,0.023364074346829522,-0.029093326066997327,False,UNKNOWN,UNKNOWN
2013-07-10,0,5.0,15.0,12,32.0,,0.8566899175649968,0.02468844213631982,-0.00975612122655678,False,UNKNOWN,UNKNOWN
2013-07-11,4,5.0,15.0,12,36.0,,0.8412903225806451,0.03819471932904328,-0.014074581895019977,False,UNKNOWN,UNKNOWN
2013-07-12,4,5.0,15.0,12,36.0,,0.7878594249201278,0.027542767071986773,-0.012134195111823565,False,UNKNOWN,UNKNOWN
2013-07-15,4,5.0,15.0,12,36.0,,0.8354673495518566,0.025617393672008548,-0.0036127305045956515,False,UNKNOWN,UNKNOWN
2013-07-16,4,5.0,15.0,12,36.0,,0.8507183010618362,0.014473770331611346,0.045685287613029146,False,UNKNOWN,UNKNOWN
2013-07-17,4,5.0,15.0,12,36.0,,0.8078406169665809,0.016708048884580773,-0.04438282523832271,False,UNKNOWN,UNKNOWN
2013-07-18,4,5.0,15.0,12,36.0,,0.8020565552699229,0.008540590162473771,-0.0007256368215736719,False,UNKNOWN,UNKNOWN
2013-07-19,0,5.0,15.0,12,32.0,,0.7719414893617021,0.009909820159448968,-0.08932465178075988,False,UNKNOWN,UNKNOWN
2013-07-22,0,5.0,15.0,12,32.0,,0.8025867937372362,0.0080287922545903,-0.01993620420737685,False,UNKNOWN,UNKNOWN
2013-07-23,0,5.0,15.0,12,32.0,,0.8454301075268816,0.009670347195394946,0.030105767836251074,False,UNKNOWN,UNKNOWN
2013-07-24,0,5.0,15.0,12,32.0,,0.8643844634628045,0.003394056317066463,0.0410742862583815,False,UNKNOWN,UNKNOWN
2013-07-25,4,5.0,15.0,12,36.0,,0.8546666666666667,0.0003551684559930379,-0.015933234695336473,False,UNKNOWN,UNKNOWN
2013-07-26,4,5.0,15.0,12,36.0,,0.8087837837837838,-0.0003546512118374201,-0.01927525018141507,False,UNKNOWN,UNKNOWN
2013-07-29,4,5.0,15.0,12,36.0,,0.8755790866975514,-0.005368571483098439,0.052672960867039986,False,UNKNOWN,UNKNOWN
2013-07-30,4,5.0,15.0,12,36.0,,0.9032042723631508,-0.0032517134946109527,0.0,False,UNKNOWN,UNKNOWN
2013-07-31,4,5.0,15.0,12,36.0,,0.8934316353887399,0.001127111202245512,0.004480915937564056,False,UNKNOWN,UNKNOWN
2013-08-01,4,5.0,15.0,12,36.0,,0.8419243986254296,0.010240921920644075,-0.03791823316833942,False,UNKNOWN,UNKNOWN
2013-08-02,4,5.0,15.0,12,36.0,,0.7270135424091233,0.010880616684174838,-0.07418856795036588,False,UNKNOWN,UNKNOWN
2013-08-05,4,5.0,15.0,12,36.0,,0.7655122655122655,0.01251519760612596,-0.011686093071611503,False,UNKNOWN,UNKNOWN
2013-08-06,4,5.0,15.0,12,36.0,,0.8104395604395604,0.006761777834362048,0.07432433303208819,False,UNKNOWN,UNKNOWN
2013-08-07,4,5.0,15.0,12,36.0,,0.8068872383524645,0.0027858448852846607,0.020440194162688607,False,UNKNOWN,UNKNOWN
2013-08-08,4,5.0,15.0,12,36.0,,0.7852760736196319,-0.005039620432366609,-0.019260401295586482,False,UNKNOWN,UNKNOWN
2013-08-09,4,5.0,15.0,12,36.0,,0.8761589403973511,-0.009593085284892444,0.053417150795617596,False,UNKNOWN,UNKNOWN
2013-08-12,9,13.0,15.0,25,62.0,,0.9017798286090969,-0.00931463213222583,-0.04474268714560792,False,UNKNOWN,UNKNOWN
2013-08-13,9,13.0,15.0,25,62.0,,0.8526244952893675,-0.0007068498968089143,-0.039032004966551015,False,UNKNOWN,UNKNOWN
2013-08-14,9,13.0,15.0,25,62.0,,0.8713910761154855,-0.002600621688276128,0.05930134178330593,False,UNKNOWN,UNKNOWN
2013-08-15,9,9.0,7.0,25,50.0,,1.0116995073891626,-0.02014124003813733,0.1296011951938032,False,UNKNOWN,UNKNOWN
2013-08-16,9,9.0,11.0,25,54.0,,0.9855708908406525,-0.020554324350537945,-0.024439895985400084,False,UNKNOWN,UNKNOWN
2013-08-19,4,9.0,15.0,25,53.0,,0.9445121951219513,-0.02566333065984705,0.05080031327239243,False,UNKNOWN,UNKNOWN
2013-08-20,4,9.0,15.0,25,53.0,,0.8749233599019007,-0.023760561446211304,-0.012582816507129335,False,UNKNOWN,UNKNOWN
2013-08-21,4,9.0,15.0,25,53.0,,0.9058963668850507,-0.02477190302158505,0.06908113638579039,False,UNKNOWN,UNKNOWN
2013-08-22,9,9.0,15.0,25,58.0,,0.8123827392120075,-0.0019230767031408469,-0.07402756477821004,False,UNKNOWN,UNKNOWN
2013-08-23,9,9.0,15.0,25,58.0,,0.760128617363344,0.004764025377689496,-0.05284557415651192,False,UNKNOWN,UNKNOWN
2013-08-26,9,9.0,15.0,25,58.0,,0.8593460826650215,0.007464897141131521,0.07224608454602777,False,UNKNOWN,UNKNOWN
2013-08-27,4,5.0,15.0,25,49.0,,0.9072398190045249,-0.01358839894591446,0.11874587817373472,False,UNKNOWN,UNKNOWN
2013-08-28,4,5.0,15.0,25,49.0,,0.8779795686719637,-0.003949628105690994,-0.016696522301875127,False,UNKNOWN,UNKNOWN
2013-08-29,4,4.0,15.0,25,48.0,,0.8608938547486035,-0.011381478095644937,0.019405682187133122,False,UNKNOWN,UNKNOWN
2013-08-30,4,0.0,15.0,25,44.0,,0.8792243767313018,-0.01782475640436032,0.01189772571644987,False,UNKNOWN,UNKNOWN
2013-09-03,4,0.0,15.0,21,40.0,,0.905328798185941,-0.009698830846754936,-0.02351555632851199,False,UNKNOWN,UNKNOWN
2013-09-04,4,9.0,15.0,25,53.0,,0.8254335260115606,0.014816069588250436,-0.04394945629656988,False,UNKNOWN,UNKNOWN
2013-09-05,4,9.0,15.0,21,49.0,,0.838973162193699,0.012506502496691718,-0.006926930471317538,False,UNKNOWN,UNKNOWN
2013-09-06,4,9.0,15.0,25,53.0,,0.8485730926033779,0.011390921756304628,0.005072918286864736,False,UNKNOWN,UNKNOWN
2013-09-09,9,9.0,15.0,25,58.0,,0.8918597742127155,0.024319863782066298,-0.013880142696148567,False,UNKNOWN,UNKNOWN
2013-09-10,13,13.0,15.0,25,66.0,,0.8286778398510242,0.027252216171267163,-0.07037750309761104,False,UNKNOWN,UNKNOWN
2013-09-11,13,13.0,15.0,25,66.0,,0.7885970531710442,0.022021556955520882,-0.048864421968009664,False,UNKNOWN,UNKNOWN
2013-09-12,13,13.0,15.0,25,66.0,,0.8220820189274448,0.018016723746320906,0.03400870314091464,False,UNKNOWN,UNKNOWN
2013-09-13,13,13.0,15.0,25,66.0,,0.802547770700637,0.019813917978092288,-0.009097278851501134,False,UNKNOWN,UNKNOWN
2013-09-16,13,13.0,15.0,25,66.0,,0.9011553273427471,0.015987749581559463,0.015536742189232067,False,UNKNOWN,UNKNOWN
2013-09-17,13,13.0,15.0,25,66.0,,0.9252873563218391,0.013027876441942254,0.010431127770272886,False,UNKNOWN,UNKNOWN
2013-09-18,13,13.0,15.0,25,66.0,,0.8827404479578393,0.02154649556894883,-0.0646937094052571,False,UNKNOWN,UNKNOWN
2013-09-19,13,13.0,15.0,25,66.0,,0.8009320905459387,0.02255096286496916,-0.031640934536258825,False,UNKNOWN,UNKNOWN
2013-09-20,13,13.0,15.0,25,66.0,,0.8107049608355091,0.013123632404792085,-0.0030395108143480565,False,UNKNOWN,UNKNOWN
2013-09-23,13,13.0,15.0,25,66.0,,0.8775125628140704,0.0026323025306638215,0.09070126100895992,False,UNKNOWN,UNKNOWN
2013-09-24,13,13.0,15.0,16,57.0,,0.879156010230179,-0.004171838919366233,-0.016072710633561638,False,UNKNOWN,UNKNOWN
2013-09-25,13,13.0,15.0,16,57.0,,0.8862467866323906,-0.01841146568967733,-0.004971569261613573,False,UNKNOWN,UNKNOWN
2013-09-26,13,13.0,15.0,16,57.0,,0.9162881245944191,-0.012982572930735126,0.0035688929277664094,False,UNKNOWN,UNKNOWN
2013-09-27,13,13.0,7.0,16,49.0,,1.0112219451371571,-0.010602269373244266,0.09957322736470009,False,UNKNOWN,UNKNOWN
2013-09-30,13,13.0,7.0,16,49.0,,1.0553571428571429,-0.0112989905502614,0.0737387024909344,False,UNKNOWN,UNKNOWN
2013-10-01,13,13.0,15.0,16,57.0,,0.9094854308741476,-0.001120881639590121,-0.06385544549745659,False,UNKNOWN,UNKNOWN
2013-10-02,13,13.0,15.0,16,57.0,,0.9405116002379537,0.0008288438093746464,0.06821109538087167,False,UNKNOWN,UNKNOWN
2013-10-03,13,9.0,11.0,16,49.0,,0.9932203389830508,-0.012198445212395104,0.06445781145997076,False,UNKNOWN,UNKNOWN
2013-10-04,13,13.0,11.0,16,53.0,,0.9657176060429983,-0.00011838523879570406,-0.052631595990962565,False,UNKNOWN,UNKNOWN
2013-10-07,8,9.0,7.0,16,40.0,,1.058206607236497,-0.003452126192574956,0.1594982146236672,False,UNKNOWN,UNKNOWN
2013-10-08,8,9.0,7.0,16,40.0,,1.1023185483870968,-0.022794358641127777,0.04791346277623876,False,UNKNOWN,UNKNOWN
